code,facility_uuid,district_name,Directorate_name,facility_name,facility_type_name,Total User Count,User Login Count,Registration Count,Lab Order Count,Admission Count,Total Department Count,Total Active Department Count,Total Doctor Count,Login Doctor Count,Total Nurse Count,Login Nurse Count
PHC636,1369,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Periyamuthur,PHC,7,6,1861,4292,0,13,5,2,2,1,0
PHC637,1370,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Thanampatti,PHC,7,6,2698,6120,0,13,3,2,2,1,0
PHC639,1372,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Ananthur,PHC,7,6,4520,4682,0,13,4,2,2,1,0
PHC640,1373,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Kannandahalli,PHC,7,6,2066,3917,0,13,3,2,2,1,0
PHC641,1374,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Kodamanelapatti,PHC,7,6,2247,3017,0,13,4,2,2,1,0
PHC642,1375,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Athimugam,PHC,7,6,2253,1762,0,13,4,2,2,1,0
PHC643,1376,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Berigai,PHC,7,6,1724,1294,0,13,4,2,2,1,0
PHC644,1377,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Kamandoddi,UG-PHC,7,6,2577,4121,0,13,4,2,2,1,0
PHC645,1378,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Uthanapalli,PHC,7,6,1457,1565,0,13,3,2,2,1,0
PHC646,1379,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Balathoddanapalli,PHC,7,6,2552,3471,0,13,3,2,2,1,0
PHC647,1380,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Kakkadasam,PHC,7,6,2018,2277,0,13,3,2,2,1,0
PHC648,1381,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Kulmapuram,PHC,7,6,2548,5063,0,13,4,2,2,1,0
PHC649,1382,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Madhakandapalli,PHC,7,6,1732,3593,0,13,3,2,2,1,0
PHC650,1383,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Thalli,UG-PHC,7,6,1849,3477,0,13,4,2,2,1,0
PHC651,1384,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Urigam,PHC,7,6,1146,1707,0,13,3,2,2,1,0
PHC652,1385,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Haumantheertham,PHC,7,6,1315,1861,0,13,4,2,2,1,0
PHC653,1386,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Kallavai,UG-PHC,7,6,1281,1799,0,13,5,2,2,1,0
PHC654,1387,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Karapattu,PHC,7,6,943,1027,0,13,5,2,2,1,0
PHC655,1388,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Maganurpatti,PHC,7,6,1018,1429,0,13,5,2,2,1,0
PHC656,1389,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Guruparapalli,PHC,7,6,1531,2524,0,13,3,2,2,1,0
PHC657,1390,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Nachikuppam,PHC,7,6,2720,4514,0,13,3,2,2,1,0
PHC658,1391,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Ayyankottai,PHC,7,6,500,463,0,13,4,2,2,1,0
PHC659,1392,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Mooduvarpatti,PHC,7,6,375,439,0,13,4,2,1,1,0
PHC660,1393,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Palamedu,PHC,7,6,285,72,0,13,4,2,2,1,0
PHC661,1394,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),K.Nattapatti,PHC,7,6,1457,2936,0,13,4,2,2,1,0
PHC662,1395,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thummakundu,PHC,7,6,697,486,0,13,4,2,1,1,0
PHC663,1396,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Vikramangalam,PHC,7,6,1420,1393,0,13,4,2,2,1,0
PHC664,1397,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Koodakoil,PHC,7,6,1565,2234,0,13,4,2,2,1,0
PHC665,1398,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Villur,PHC,7,6,3384,7035,0,13,4,2,2,1,0
PHC666,1399,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Kottampatti,PHC,7,6,1503,2284,0,13,4,2,2,1,0
PHC667,1400,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Sekkipatti,PHC,7,6,1138,2235,0,13,3,2,2,1,0
PHC668,1401,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thumbaipatti,PHC,7,6,2655,4848,0,13,4,2,2,1,0
PHC669,1402,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Anayur Uphc,UPHC,7,6,4581,19001,0,13,4,2,2,1,0
PHC671,1404,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Annupanadi Uhp,UPHC,7,6,2805,5698,0,13,4,2,2,1,0
PHC673,1406,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Aruldasspuram Uhp,UPHC,7,6,4358,9580,0,13,4,2,2,1,0
PHC677,1410,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Chintamani,UPHC,7,6,2841,4764,0,13,4,2,2,1,0
PHC680,1413,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Karisalkulam Uphc,UPHC,8,7,7221,17245,0,13,4,2,2,1,0
PHC690,1423,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Solai Alagupuram Uphc,UPHC,8,7,1997,2882,0,13,3,2,2,1,0
PHC692,1425,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),T.P.Kundram,UPHC,7,6,3895,11052,0,13,3,2,2,1,0
PHC693,1426,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thedeernagar Uhp,UPHC,7,6,3906,5717,0,13,4,2,2,1,0
PHC700,1433,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Ayilangudi,PHC,7,6,963,1242,0,13,3,2,2,1,0
PHC701,1434,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Kalimangalam,PHC,7,6,851,865,0,13,4,2,2,1,0
PHC702,1435,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Othakadai,PHC,7,6,675,1121,0,13,3,2,2,1,0
PHC703,1436,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Rajakoor,PHC,7,6,702,765,0,13,3,2,2,1,0
PHC704,1437,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Sakkimangalam,PHC,7,6,388,296,0,13,3,2,1,1,0
PHC705,1438,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Kanjarampettai,PHC,7,6,853,902,0,13,3,2,1,1,0
PHC706,1439,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Koilpapakudi,PHC,7,6,1537,1865,0,13,4,2,2,1,0
PHC707,1440,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Kulamangalam,PHC,7,6,1226,1368,0,13,3,2,1,1,0
PHC708,1441,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),A.Vellalapatti,PHC,7,6,456,521,0,13,4,2,2,1,0
PHC709,1442,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Keelavalavu,PHC,7,6,935,1797,0,13,3,2,2,1,0
PHC710,1443,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thaniyamangalam,PHC,7,6,142,159,0,13,3,2,2,1,0
PHC711,1444,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Therkutheru,PHC,7,6,113,134,0,13,3,2,2,1,0
PHC712,1445,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thiruvathavur,PHC,7,6,431,544,0,13,3,2,2,1,0
PHC713,1446,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Melur Uphc,UPHC,7,6,1125,2527,0,13,3,2,2,1,0
PHC714,1447,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Saptur,PHC,7,6,746,1769,0,13,3,2,1,1,0
PHC715,1448,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Sedapatti,PHC,7,6,964,2006,0,13,2,2,1,1,0
PHC716,1449,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),T.Ramanathapuram,PHC,7,6,782,2247,0,13,4,2,2,1,0
PHC717,1450,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),M Subbulapuram,PHC,7,6,1930,3748,0,13,4,2,2,1,0
PHC718,1451,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Santhaiyur,PHC,7,6,3208,6802,0,13,3,2,2,1,0
PHC719,1452,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Chitalankudi,PHC,7,6,1904,3254,0,13,4,2,2,1,0
PHC720,1453,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Mannadi Mangalam,PHC,7,6,3519,8980,0,13,3,2,1,1,0
PHC721,1454,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Melakkal,PHC,7,6,3565,8060,0,13,5,2,2,1,0
PHC722,1455,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Sathankudi,PHC,7,6,1458,6083,0,13,3,2,2,1,0
PHC723,1456,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),T.Pudupatti,PHC,7,6,1784,3091,0,13,4,2,1,1,0
PHC724,1457,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Kaitharinilaiyur,PHC,7,6,635,870,0,13,3,2,2,1,0
PHC725,1458,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Nagamalai Pudukottai,PHC,7,6,1379,2717,0,13,4,2,2,1,0
PHC726,1459,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thanakkankulam,PHC,7,6,785,1064,0,13,3,2,1,1,0
PHC727,1460,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thuvariman,PHC,7,6,359,585,0,13,3,2,2,1,0
PHC728,1461,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Virathanur,PHC,7,6,505,611,0,13,4,2,1,1,0
PHC729,1462,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thirumangalam Uphc,UPHC,8,7,3137,5200,0,13,3,2,2,1,0
PHC730,1463,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Allikundam,PHC,7,6,1654,3192,0,13,4,2,2,1,0
PHC731,1464,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Uthappanaickanur,PHC,7,6,1275,1322,0,13,3,2,2,1,0
PHC732,1465,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Usilampatti Uphc,UPHC,7,6,604,1950,0,13,3,2,2,1,0
PHC733,1466,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),P.R.Puram,PHC,7,6,2597,5429,0,13,4,2,2,1,0
PHC734,1467,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Palakurichi,PHC,7,6,2834,5319,0,13,4,2,2,1,0
PHC735,1468,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Velanganni,UG-PHC,7,6,4136,9745,0,13,4,2,2,1,0
PHC736,1469,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Vilunthamavadi,PHC,7,6,1931,3198,0,13,4,2,2,1,0
PHC737,1470,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Valivalam,PHC,7,6,1966,4514,0,13,4,2,2,1,0
PHC738,1471,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Edamanal,PHC,7,6,1781,3025,0,13,3,2,2,1,0
PHC739,1472,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Kollidam,PHC,7,6,905,1548,0,13,3,2,2,1,0
PHC740,1473,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Kunnam,PHC,7,6,2079,3892,0,13,3,2,2,1,0
PHC741,1474,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Mathiravelur,PHC,7,6,1472,2885,0,13,4,2,2,1,0
PHC742,1475,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Pudupattinam,PHC,7,6,1020,1717,0,13,4,2,1,1,0
PHC743,1476,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Thirumullaivasal,PHC,7,6,1743,2436,0,13,3,2,2,1,0
PHC744,1477,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Kiliyanoor,PHC,7,6,1015,869,0,13,2,2,2,1,0
PHC745,1478,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Komal,PHC,7,6,1044,951,0,13,4,2,2,1,0
PHC746,1479,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Mangainallur,PHC,7,6,860,1263,0,13,4,2,2,1,0
PHC747,1480,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Mekrimangalam,PHC,7,6,1228,1906,0,13,3,2,1,1,0
PHC748,1481,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Nakkambadi,PHC,7,6,1627,2605,0,13,4,2,1,1,0
PHC749,1482,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Therizhanthur,PHC,7,6,1671,2324,0,13,3,2,2,1,0
PHC751,1484,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Elanthoppu,PHC,7,6,717,771,0,13,3,2,1,1,0
PHC752,1485,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Kali,PHC,7,6,1966,4120,0,13,3,2,2,1,0
PHC753,1486,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Murugamangalam,PHC,7,6,425,367,0,13,3,2,1,1,0
PHC754,1487,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Villiyanallur,PHC,7,6,1263,1443,0,13,3,2,2,1,0
PHC755,1488,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Themangalam,PHC,7,6,1263,2536,0,13,3,2,1,1,0
PHC756,1489,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Vadavoor,PHC,7,6,610,522,0,13,3,2,1,1,0
PHC757,1490,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Marunthukothalam Uhp,UPHC,7,6,1384,2856,0,13,3,2,2,1,0
PHC759,1492,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),10-Keezhaiyur,PHC,7,6,576,969,0,13,4,2,2,1,0
PHC760,1493,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Melaperumpallam,PHC,7,6,556,903,0,13,4,2,2,1,0
PHC761,1494,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Sankaranpandal,PHC,7,6,578,912,0,13,4,2,2,1,0
PHC762,1495,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Sembanarkoil,PHC,7,6,555,897,0,13,3,2,2,1,0
PHC763,1496,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Thirukkadaiyur,PHC,7,6,548,906,0,13,4,2,2,1,0
PHC764,1497,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Kathiryiruppu,PHC,7,6,1900,2199,0,13,5,2,2,1,0
PHC765,1498,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Poomphuhar,PHC,7,6,1624,2601,0,13,3,2,2,1,0
PHC766,1499,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Valluvakudi,PHC,7,6,1649,2014,0,13,3,2,2,1,0
PHC767,1500,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Sirkazhi Uphc,UPHC,7,6,1729,2034,0,13,4,2,2,1,0
PHC768,1501,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Naluvethapathi,PHC,7,6,993,1189,0,13,4,2,2,1,0
PHC769,1502,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Neermoolai,PHC,7,6,970,977,0,13,4,2,2,1,0
PHC770,1503,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Enangudi,PHC,7,6,720,686,0,13,4,2,1,1,0
PHC771,1504,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Ganapathipuram,PHC,7,6,1009,1879,0,13,3,2,2,1,0
PHC772,1505,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Thirukkannapuram,PHC,7,6,1010,978,0,13,3,2,2,1,0
PHC773,1506,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Thirupayathangudi,PHC,7,6,634,764,0,13,3,2,2,1,0
PHC774,1507,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Thittacheri,PHC,7,6,1130,1299,0,13,4,2,2,1,0
PHC775,1508,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Ayyakkaranpulam,PHC,7,6,533,474,0,13,4,2,2,1,0
PHC776,1509,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Kodiyakkarai,PHC,7,6,946,1128,0,13,4,2,2,1,0
PHC777,1510,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Thethagudi,PHC,7,6,2651,4091,0,13,4,2,2,1,0
PHC778,1511,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Voimedu,PHC,7,6,1651,1621,0,13,3,2,2,1,0
PHC779,1512,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Vedaranyam Uphc,UPHC,7,6,357,633,0,13,2,2,1,1,0
PHC780,1513,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Elachipalayam,PHC,7,6,1169,3703,0,13,3,2,2,1,0
PHC781,1514,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Periyamanali,PHC,7,6,1,4,0,13,1,2,1,1,0
PHC782,1515,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Thimmaravuthampatti,PHC,7,6,328,398,0,13,3,2,1,1,0
PHC783,1516,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Alanganatham,PHC,7,6,1009,2118,0,13,4,2,2,1,0
PHC784,1517,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Pavithiram,PHC,7,6,950,1961,0,13,3,2,2,1,0
PHC785,1518,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Seventhipatti,PHC,7,6,729,1363,0,13,3,2,2,1,0
PHC786,1519,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Jedarpalayam,PHC,7,6,2742,2846,0,13,4,2,2,1,0
PHC787,1520,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Pillikalpalayam,PHC,7,6,7073,7518,0,13,4,2,2,1,0
PHC788,1521,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Vengarai,PHC,7,6,2282,2828,0,13,4,2,2,1,0
PHC789,1522,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Solakkadu,PHC,7,6,313,211,0,13,3,2,2,1,0
PHC790,1523,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Thenurpatty,PHC,7,6,246,245,0,13,3,2,2,1,0
PHC791,1524,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Komarapalayam Uphc,UPHC,8,7,615,1316,0,13,3,2,2,1,0
PHC792,1525,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Marakkalkadu,UPHC,7,6,374,555,0,13,2,2,2,1,0
PHC793,1526,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Palamedu,PHC,7,6,351,547,0,13,4,2,2,1,0
PHC794,1527,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Ramapuram,PHC,7,6,369,945,0,13,3,2,1,1,0
PHC795,1528,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Vaiyappamalai,PHC,7,6,175,521,0,13,3,2,1,1,0
PHC796,1529,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Alampatti,PHC,7,6,980,2432,0,13,3,2,2,1,0
PHC797,1530,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Palapatti,PHC,7,6,119,262,0,13,2,2,1,1,0
PHC798,1531,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Valayapatty,PHC,7,6,79,66,0,13,2,2,1,1,0
PHC799,1532,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Mangalapuram,PHC,7,6,37,74,0,13,1,2,1,1,0
PHC800,1533,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Mullukurichi,PHC,7,6,1052,2309,0,13,3,2,2,1,0
PHC801,1534,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Tho.Jedarpalayam,PHC,7,6,1142,2505,0,13,4,2,1,1,0
PHC802,1535,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Konur,PHC,7,6,907,1762,0,13,3,2,2,1,0
PHC803,1536,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Thindamangalam,PHC,7,6,36,53,0,13,2,2,1,1,0
PHC805,1538,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Namakkal Uphc,UPHC,8,7,643,1148,0,13,3,2,1,1,0
PHC806,1539,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Elandaikuttai,PHC,7,6,377,1172,0,13,3,2,1,1,0
PHC807,1540,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Kadachanallur,PHC,7,6,565,1398,0,13,2,2,2,1,0
PHC808,1541,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Kallankattuvalasu,PHC,7,6,360,1223,0,13,3,2,1,1,0
PHC809,1542,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Padaveedu,PHC,7,6,215,143,0,13,3,2,1,1,0
PHC810,1543,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Pallakkapalayam,PHC,7,6,5,1,0,13,1,2,1,1,0
PHC811,1544,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Pallipalayam Uphc,UPHC,7,6,163,272,0,13,2,2,1,1,0
PHC812,1545,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Koodacheri,PHC,7,6,527,711,0,13,3,2,1,1,0
PHC813,1546,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Paramathi,PHC,7,6,6,5,0,13,2,2,1,1,0
PHC814,1547,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Elur,PHC,7,6,81,223,0,13,2,2,1,1,0
PHC815,1548,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Puduchatram,PHC,7,6,946,2043,0,13,3,2,1,1,0
PHC816,1549,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Thirumalaipatti,PHC,7,6,1259,2791,0,13,4,2,2,1,0
PHC817,1550,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Singalandapuram,PHC,7,6,1024,2278,0,13,3,2,1,1,0
PHC818,1551,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Vadugam,PHC,7,6,510,684,0,13,2,2,2,1,0
PHC820,1553,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Bommasamudram,PHC,7,6,152,316,0,13,3,2,2,1,0
PHC821,1554,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Kalappanaickenpatti,PHC,7,6,314,727,0,13,2,2,1,1,0
PHC822,1555,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Chithalanthur,PHC,7,6,1087,1570,0,13,3,2,2,1,0
PHC823,1556,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Thanneerpandalpalayam,PHC,7,6,425,1259,0,13,3,2,2,1,0
PHC824,1557,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Seetharampalayam Uphc,UPHC,7,6,419,824,0,13,3,2,2,1,0
PHC825,1558,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Tiruchengode Uphc,UPHC,7,6,876,2957,0,13,2,2,1,1,0
PHC826,1559,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Athanur,PHC,7,6,1,3,0,13,1,2,1,1,0
PHC827,1560,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Kallankulam,PHC,7,6,60,91,0,13,2,2,1,1,0
PHC828,1561,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Adigaratty,PHC,7,6,1565,2630,0,13,4,2,2,1,0
PHC829,1562,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Aruvankadu,PHC,7,6,1380,1910,0,13,4,2,2,1,0
PHC830,1563,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Kolacombai,PHC,7,6,2119,5672,0,13,5,2,2,1,0
PHC831,1564,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Melurhosatty,PHC,7,6,1803,4877,0,13,4,2,2,1,0
PHC832,1565,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Yedappally,PHC,7,6,1751,1896,0,13,4,2,2,1,0
PHC833,1566,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Coonoor Uhp,UPHC,7,6,1321,1243,0,13,4,2,2,1,0
PHC834,1567,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Ambalamoola,PHC,7,6,495,1054,0,13,3,2,2,1,0
PHC835,1568,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Ayyankolly,PHC,7,6,319,428,0,13,2,2,1,1,0
PHC836,1569,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Kappala,PHC,7,6,648,756,0,13,3,2,1,1,0
PHC837,1570,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Kolappally,PHC,7,6,508,683,0,13,2,2,2,1,0
PHC838,1571,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Masinagudi,PHC,7,6,988,1476,0,13,3,2,2,1,0
PHC839,1572,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Ovalley,PHC,7,6,768,800,0,13,3,2,2,1,0
PHC840,1573,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Serambadi,PHC,7,6,459,470,0,13,3,2,1,1,0
PHC841,1574,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Srimadurai,PHC,7,6,652,1417,0,13,3,2,1,1,0
PHC842,1575,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Theppakkadu,PHC,7,6,569,621,0,13,4,2,2,1,0
PHC843,1576,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Uppatty,PHC,7,6,551,593,0,13,3,2,1,1,0
PHC845,1578,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Aravenu,PHC,7,6,801,1027,0,13,4,2,2,1,0
PHC846,1579,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Kattabettu,PHC,7,6,1304,1301,0,13,2,2,1,1,0
PHC847,1580,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Nedugula,PHC,7,6,1249,1465,0,13,3,2,1,1,0
PHC848,1581,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Sholurmattam,PHC,7,6,829,1435,0,13,3,2,2,1,0
PHC849,1582,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Thengumarahada,PHC,7,6,668,668,0,13,3,2,2,1,0
PHC850,1583,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Nelliyalam Uphc,UPHC,7,6,577,613,0,13,4,2,2,1,0
PHC851,1584,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Bickatty,PHC,7,6,216,30,0,13,3,2,2,1,0
